Metric,UK,Optimal
epsilon,1.0,1.0
seed,42.0,42.0
gini,0.33375923190730994,0.3199767987589188
revenue,28020223.964420963,26622477.89512498
welfare,32324.486678634406,32898.7295704751
allowance,12570.0,19021.79974214706
basic_threshold,50270.0,45061.907320119055
higher_threshold,125140.0,102291.65276996748
basic_rate,0.2,0.19192841778267314
higher_rate,0.4,0.42849093954846623
additional_rate,0.45,0.4784909395484662
